"Adressformat";"geänd durch";"ÄndDatum";"ÄndZeit";"angel durch";"AnlDatum";"AnlZt";"Ansprechformat";"Anzeige Ortsformat";"DatDarstlg";"DatF";"UIC";"IBAN-Format";"LC";"LKZa";"num Fm";"Ortsformat";"Postfachformat";"S_Staat_Obj";"Warenpräferenztext";"Sta";"Straßenformat";"NKSs";"UStID-Format";"Bezeichnung";"KurzBez"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"GF";001;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9d56299b4";"";"GF";"&N, &T";2;"";"Französisch-Guayana";"Fr Guay"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"GG";107;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9ca6299b4";"";"GG";"&T &N";2;"";"Guernsey";"Guern"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"GH";276;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9cb6299b4";"";"GH";"&N &T";2;"";"Ghana";"Ghana"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"GI99 AAAA NNNN NNNN NNNN NNN";"GI";044;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9cc6299b4";"";"GI";"&N &T";2;"";"Gibraltar";"Gibral"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"GL99 9999 9999 9999 99";"GL";406;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9d36299b4";"";"GL";"&T &N";2;"";"Grönland";"Grönl"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"GM";252;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9cf6299b4";"";"GM";"&N &T";2;"";"Gambia";"Gambia"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"GN";260;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9cd6299b4";"";"GN";"&N &T";2;"";"Guinea";"Guinea"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"GP";001;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9ce6299b4";"";"GP";"&N, &T";2;"";"Guadeloupe";"Guadelu"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"GQ";310;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9d16299b4";"";"GQ";"&N &T";2;"";"Äquatorialguinea";"ÄquGui"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"GR99 9999 999N NNNN NNNN NNNN NNN";"GR";009;"europäisch";"&P, &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9a44ea5b4";"";"GR";"&T &N";2;"EL999999999";"Griechenland";"Griech"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"GS";893;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9e889a0b4";"";"GS";"&N &T";2;"";"Südgeorgien";"Sgeorg"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"GT99 NNNN NNNN NNNN NNNN NNNN NNNN";"GT";416;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9d46299b4";"";"GT";"&T &N";2;"";"Guatemala";"Guatem"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"GU";831;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d66299b4";"";"GU";"&N &T";2;"";"Guam";"Guam"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"GW";257;"europäisch";"&P &L &O";"C.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9d06299b4";"";"GW";"&N, &T";2;"";"Guinea-Bissau";"Bissau"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"GY";488;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d76299b4";"";"GY";"&N &T";2;"";"Guyana";"Guyana"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"HK";740;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d86299b4";"";"HK";"&N, &T";2;"";"Hongkong";"Hongk"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"HM";835;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b919c59bb4";"";"HM";"&N &T";2;"";"Heard und McDonald-Inseln";"Heard"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"HN";424;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b91ac59bb4";"";"HN";"&T &N";2;"";"Honduras";"Hondur"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"HR99 9999 9999 9999 9999 9";"HR";092;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b91bc59bb4";"";"HR";"&T &N";2;"HR99999999999";"Kroatien";"Kroat"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"HT";452;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b91cc59bb4";"";"HT";"&N, &T";2;"";"Haiti";"Haiti"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"HU99 9999 9999 9999 9999 9999 9999";"HU";064;"europäisch";"&P &O";"P.O.B. &F";"PA0649:pA:8acea1a7002696acdc1116b9e1b0a7b4";"";"HU";"&T &N";2;"HU99999999";"Ungarn";"Ungarn"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"ID";700;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b91dc59bb4";"";"ID";"&T &N";2;"";"Indonesien";"Indone"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"IE99 AAAA 9999 9999 9999 99";"IE";007;"europäisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b93b13aab4";"";"IE";"&N &T";2;"IE9X99999A";"Irland";"Irland"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"IL99 9999 9999 9999 9999 999";"IL";624;"amerikanisch";"&O &P";"P.O.B. &F";"PA0649:pA:8acea1a7002696acdc1116b923c59bb4";"";"IL";"&N &T";2;"";"Israel";"Israel"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"IM";109;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b93c13aab4";"";"IM";"&N, &T";2;"GB999999999,GB999999999999,GBAA999";"Insel Man";"Man"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"IN";664;"amerikanisch";"&O-&P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b91ec59bb4";"";"IN";"&N &T";2;"";"Indien";"Indien"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"IO";357;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b91fc59bb4";"";"IO";"&N &T";2;"";"Tschagos-Inseln";"Ind Oz"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"IQ";612;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b921c59bb4";"";"IQ";"&N &T";2;"";"Irak";"Irak"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"IR";616;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b920c59bb4";"";"IR";"&N &T";2;"";"Iran, Islamische Republik";"Iran"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"IS99 9999 9999 9999 9999 9999 99";"IS";024;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b922c59bb4";"";"IS";"&T &N";2;"";"Island";"Island"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"IT99 A999 9999 999N NNNN NNNN NNN";"IT";005;"europäisch";"&P-&O";"&F";"PA0649:pA:8acea1a7002696acdc1116b93d13aab4";"";"IT";"&T &N";2;"IT99999999999";"Italien";"Ital"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"JE";108;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b925c59bb4";"";"JE";"&T &N";2;"";"Jersey";"Jersey"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"JM";464;"amerikanisch";"&O &P";"PO Box &F";"PA0649:pA:8acea1a7002696acdc1116b924c59bb4";"";"JM";"&N &T";2;"";"Jamaika";"Jamaik"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"JO";628;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b926c59bb4";"";"JO";"&N &T";2;"";"Jordanien";"Jordan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"JP";732;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9630097b4";"";"JP";"&N &T";2;"";"Japan";"Japan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"KE";346;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9650097b4";"";"KE";"&N &T";2;"";"Kenia";"Kenia"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"KG";083;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b927c59bb4";"";"KG";"&N, &T";2;"";"Kirgisische Republik";"Kirgis"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"KH";696;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b928c59bb4";"";"KH";"&T &N";2;"";"Kambodscha";"Kambod"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"KI";812;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b929c59bb4";"";"KI";"&N &T";2;"";"Kiribati";"Kiriba"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"KM";375;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9219e94b4";"";"KM";"&N &T";2;"";"Komoren";"Komor"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"KN";449;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b92ac59bb4";"";"KN";"&N &T";2;"";"St. Kitts und Nevis";"St Kit"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"KP";724;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9dc89a0b4";"";"KP";"&N, &T";2;"";"Demokratische Volksrep. Korea";"DV Kor"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"KR";728;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b92bc59bb4";"";"KR";"&N &T";2;"";"Republik Korea ehem. Südkorea";"RepKor"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"KW99 AAAA NNNN NNNN NNNN NNNN NNNN NN";"KW";636;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b92cc59bb4";"";"KW";"&N &T";2;"";"Kuwait";"Kuwait"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"KY";463;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9279e94b4";"";"KY";"&N &T";2;"";"Kaiman-Inseln";"Kaiman"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"KZ99 999N NNNN NNNN NNNN";"KZ";079;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9640097b4";"";"KZ";"&N, &T";2;"";"Kasachstan";"Kasach"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"LA";684;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b92dc59bb4";"";"LA";"&N, &T";2;"";"Demokratische Volksrep. Laos";"Laos"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"LB99 9999 NNNN NNNN NNNN NNNN NNNN";"LB";604;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b92ec59bb4";"";"LB";"&N, &T";2;"";"Libanon";"Liban"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"LC";465;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b931c59bb4";"";"LC";"&N &T";2;"";"St. Lucia";"Lucia"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"LI99 9999 9NNN NNNN NNNN N";"LI";037;"europäisch";"&P &O";"Postfach &F";"PA0649:pA:8acea1a7002696acdc1116b932c59bb4";"";"LI";"&T &N";2;"";"Liechtenstein";"Liecht"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"LK";669;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b933c59bb4";"";"LK";"&N, &T";2;"";"Sri Lanka";"Srilan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"LR";268;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:9d79d4aaa6e0a0b5df114f0a0492bf0b";"";"LR";"&N &T";2;"";"Liberia";"Liberi"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"LS";395;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b934c59bb4";"";"LS";"&N &T";2;"";"Lesotho";"Lesoth"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"LT99 9999 9999 9999 9999";"LT";055;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b93e13aab4";"";"LT";"&T &N";2;"LT999999999,LT999999999999";"Litauen";"Litau"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"LU99 999N NNNN NNNN NNNN";"LU";018;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b93f13aab4";"";"LU";"&N, &T";2;"LU99999999";"Luxemburg";"Luxemb"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"LV99 AAAA NNNN NNNN NNNN N";"LV";054;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b94013aab4";"";"LV";"&T &N";2;"LV99999999999";"Lettland";"Lettld"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"LY";216;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b930c59bb4";"";"LY";"&N, &T";2;"";"Libyen";"Libyen"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"MA";204;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b936c59bb4";"";"MA";"&N &T";2;"";"Marokko";"Marokk"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"MC99 9999 9999 99NN NNNN NNNN N99";"MC";001;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b94113aab4";"";"MC";"&N, &T";2;"FRNN999999999";"Monaco";"Monaco"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"MD99 NNNN NNNN NNNN NNNN NNNN";"MD";074;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b937c59bb4";"";"MD";"&N, &T";2;"";"Republik Moldau (Moldawien)";"Moldau"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"ME99 9999 9999 9999 9999 99";"ME";097;"europäisch";"&P &O";"&F";"PA0649:pA:9d79d4aaa6e0a0b5df114f0a4c4b6b2c";"";"ME";"&T &N";2;"";"Montenegro";"Monten"
"";"System";11.02.2019;"13:39:53";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"MF";001;"europäisch";"&P &O";"&F";"PA0649:pA:8b76998449019891ec13dedfa0798be2";"";"MF";"&N, &T";2;"";"St. Martin (französisch)";"St Mar"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"MG";370;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b938c59bb4";"";"MG";"&N, &T";2;"";"Madagaskar";"Madag"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"MH";824;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b93bc59bb4";"";"MH";"&N, &T";2;"";"Marshall-Inseln";"Marsh"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"MK99 999N NNNN NNNN N99";"MK";096;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b93cc59bb4";"";"MK";"&T &N";2;"";"Mazedonien";"Mazed"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"ML";232;"europäisch";"&O &P";"BP. &F";"PA0649:pA:8acea1a7002696acdc1116b93dc59bb4";"";"ML";"&N, &T";2;"";"Mali";"Mali"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"MM";676;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b93ec59bb4";"";"MM";"&N, &T";2;"";"Myanmar";"Myan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"MN";716;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b974279eb4";"";"MN";"&N, &T";2;"";"Mongolei";"Mongol"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"MO";743;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b935c59bb4";"";"MO";"&T, &N";2;"";"Macau";"Macau"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"MP";820;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b975279eb4";"";"MP";"&N &T";2;"";"Nördliche Marianen";"Marian"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"MQ";001;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b979279eb4";"";"MQ";"&N, &T";2;"";"Martinique";"Martini"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"MR99 9999 9999 9999 9999 9999 999";"MR";228;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b977279eb4";"";"MR";"&N &T";2;"";"Mauretanien";"Mauret"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"MS";470;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b978279eb4";"";"MS";"&N &T";2;"";"Montserrat";"Monts"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"MT99 AAAA 9999 9NNN NNNN NNNN NNNN NNN";"MT";046;"europäisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b94213aab4";"";"MT";"&N &T";2;"MT99999999";"Malta";"Malta"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"MU99 AAAA 9999 9999 9999 9999 999A AA";"MU";373;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b97a279eb4";"";"MU";"&N &T";2;"";"Mauritius";"Maurit"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"MV";667;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b939c59bb4";"";"MV";"&N &T";2;"";"Malediven";"Maldiv"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"MW";386;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b97b279eb4";"";"MW";"&N &T";2;"";"Malawi";"Malawi"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"MX";412;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b93ac59bb4";"";"MX";"&T &N";2;"";"Mexiko";"Mexiko"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"MY";701;"amerikanisch";"&P &O";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b97c279eb4";"";"MY";"&N &T";2;"";"Malaysia";"Malays"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"MZ";366;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b976279eb4";"";"MZ";"&T &N";2;"";"Mosambik";"Mosamb"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"NA";389;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b97e279eb4";"";"NA";"&N &T";2;"";"Namibia";"Namib"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"NC";809;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b97f279eb4";"";"NC";"&N, &T";2;"";"Neukaledonien";"Neukal"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"NE";240;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b980279eb4";"";"NE";"&N &T";2;"";"Niger";"Niger"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"NF";836;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b981279eb4";"";"NF";"&N &T";2;"";"Norfolk-Insel";"Norfol"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"NG";288;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b982279eb4";"";"NG";"&N &T";2;"";"Nigeria";"Nigeri"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"NI";432;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b983279eb4";"";"NI";"&T &N";2;"";"Nicaragua";"Nicara"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"NL99 AAAA 9999 9999 99";"NL";003;"europäisch";"&P &O";"Postbus &F";"PA0649:pA:8acea1a7002696acdc1116b94313aab4";"";"NL";"&T &N";2;"NL999999999B99";"Niederlande";"Niedl"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"NO99 9999 9999 999";"NO";028;"europäisch";"&P &O";"Postboks &F";"PA0649:pA:8acea1a7002696acdc1116b9cf89a0b4";"";"NO";"&T &N";2;"";"Norwegen";"Norweg"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"NP";672;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9d089a0b4";"";"NP";"&N, &T";2;"";"Nepal";"Nepal"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"NR";803;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d189a0b4";"";"NR";"&N &T";2;"";"Nauru";"Nauru"
